Id,MSSubClass,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,BldgType,HouseStyle,OverallQual,OverallCond,Neighborhood,Condition1,Condition2,LandContour,Utilities,LotConfig,LandSlope,LotArea,Street,Alley,LotShape,MSZoning,LotFrontage,MoSold,YrSold,SaleType,SaleCondition,SalePrice
51,60,0,0,NA,NA,NA,0,Attchd,1997,Fin,2,388,TA,TA,Y,0,75,0,0,0,1,2,0,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,SBrkr,794,676,0,1470,Gd,TA,Av,GLQ,182,Unf,0,612,794,VinylSd,None,0,TA,TA,PConc,1997,1997,Gable,CompShg,VinylSd,1Fam,2Story,6,6,Gilbert,Norm,Norm,Lvl,AllPub,Corner,Gtl,13869,Pave,NA,IR2,RL,NA,7,2007,WD,Normal,177000
52,50,0,0,NA,MnPrv,Shed,400,Detchd,1985,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,1,0,3,1,TA,6,Typ,1,Gd,GasA,TA,Y,SBrkr,816,0,360,1176,TA,TA,No,Unf,0,Unf,0,816,816,Wd Sdng,None,0,TA,TA,PConc,1934,1950,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,6,6,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,6240,Pave,NA,Reg,RM,52,9,2006,WD,Normal,114500
53,90,0,0,NA,NA,NA,0,CarPort,1963,Unf,2,516,TA,TA,Y,106,0,0,0,1,0,1,0,2,1,TA,5,Typ,0,NA,GasA,TA,N,SBrkr,816,0,0,816,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,Wd Sdng,None,0,Fa,TA,CBlock,1963,1963,Gable,CompShg,Wd Sdng,Duplex,1Story,5,5,IDOTRR,RRNn,Norm,Bnk,AllPub,Corner,Mod,8472,Grvl,NA,IR2,RM,110,5,2010,WD,Normal,110000
54,20,0,0,NA,NA,NA,0,Attchd,1981,Fin,3,894,TA,TA,Y,857,72,0,0,2,0,0,1,0,1,Gd,5,Typ,1,Gd,GasA,Gd,Y,SBrkr,1842,0,0,1842,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,Wd Shng,None,0,Gd,TA,CBlock,1981,1987,Gable,WdShngl,WdShing,1Fam,1Story,9,5,Veenker,Norm,Norm,Low,AllPub,Inside,Gtl,50271,Pave,NA,IR1,RL,68,11,2006,WD,Normal,385000
55,80,0,0,NA,MnPrv,NA,0,Detchd,1962,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,1,0,3,1,TA,6,Min1,1,TA,GasA,TA,Y,SBrkr,1360,0,0,1360,TA,TA,No,ALQ,384,Unf,0,0,384,MetalSd,None,0,TA,TA,CBlock,1955,1955,Gable,CompShg,MetalSd,1Fam,SLvl,5,5,NAmes,Norm,Norm,Bnk,AllPub,Inside,Mod,7134,Pave,NA,Reg,RL,60,2,2007,WD,Normal,130000
56,20,0,0,NA,NA,NA,0,Attchd,1964,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,2,0,3,1,TA,7,Typ,1,Gd,GasA,Gd,Y,SBrkr,1425,0,0,1425,TA,TA,No,BLQ,490,Unf,0,935,1425,Plywood,BrkFace,272,TA,TA,CBlock,1964,1964,Gable,CompShg,HdBoard,1Fam,1Story,6,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10175,Pave,NA,IR1,RL,100,7,2008,WD,Normal,180500
57,160,0,0,NA,NA,NA,0,Attchd,1999,Fin,2,480,TA,TA,Y,115,0,0,0,1,0,2,1,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,983,756,0,1739,Gd,TA,No,GLQ,649,Unf,0,321,970,MetalSd,BrkFace,456,Gd,TA,PConc,1999,2000,Gable,CompShg,MetalSd,Twnhs,2Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,2645,Pave,Pave,Reg,FV,24,8,2009,WD,Abnorml,172500
58,60,0,0,NA,NA,NA,0,Attchd,2004,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,2,1,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,860,860,0,1720,Gd,TA,No,Unf,0,Unf,0,860,860,VinylSd,None,0,Gd,TA,PConc,2004,2004,Gable,CompShg,VinylSd,1Fam,2Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Corner,Gtl,11645,Pave,NA,IR1,RL,89,8,2006,WD,Normal,196500
59,60,0,0,NA,NA,NA,0,BuiltIn,2006,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,3,1,3,1,Gd,10,Typ,1,Gd,GasA,Ex,Y,SBrkr,1426,1519,0,2945,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,VinylSd,BrkFace,1031,Ex,TA,PConc,2006,2006,Hip,CompShg,VinylSd,1Fam,2Story,10,5,StoneBr,Norm,Norm,HLS,AllPub,CulDSac,Gtl,13682,Pave,NA,IR2,RL,66,10,2006,New,Partial,438780
60,20,0,0,NA,MnPrv,NA,0,Detchd,1973,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Ex,Y,SBrkr,780,0,0,780,TA,TA,Av,ALQ,632,Unf,0,148,780,HdBoard,None,0,TA,TA,CBlock,1972,1972,Gable,CompShg,HdBoard,1Fam,1Story,5,7,CollgCr,Norm,Norm,Bnk,AllPub,Inside,Gtl,7200,Pave,NA,Reg,RL,60,1,2008,WD,Normal,124900
61,20,0,0,NA,NA,NA,0,Detchd,2006,Unf,2,576,TA,TA,Y,0,50,0,0,1,0,1,1,3,1,Gd,5,Typ,0,NA,GasA,Ex,Y,SBrkr,1158,0,0,1158,Gd,TA,No,ALQ,941,Unf,0,217,1158,VinylSd,None,0,TA,TA,PConc,2004,2004,Gable,CompShg,VinylSd,1Fam,1Story,6,5,SawyerW,RRAe,Norm,Lvl,AllPub,Inside,Gtl,13072,Pave,NA,Reg,RL,63,5,2006,New,Partial,158000
62,75,0,0,NA,NA,NA,0,Detchd,1935,Unf,1,288,TA,TA,N,0,0,144,0,0,0,1,0,3,1,Fa,6,Typ,0,NA,GasA,TA,N,SBrkr,581,530,0,1111,TA,Fa,No,Unf,0,Unf,0,530,530,MetalSd,None,0,TA,TA,BrkTil,1920,1996,Gable,CompShg,MetalSd,1Fam,2.5Unf,5,7,IDOTRR,Norm,Norm,Lvl,AllPub,Inside,Gtl,7200,Pave,NA,Reg,RM,60,3,2007,WD,Normal,101000
63,120,0,0,NA,NA,NA,0,Attchd,2006,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1370,0,0,1370,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,VinylSd,Stone,178,Gd,TA,PConc,2006,2006,Gable,CompShg,VinylSd,TwnhsE,1Story,8,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,6442,Pave,NA,IR1,RL,44,10,2007,WD,Normal,202500
64,70,0,0,NA,GdPrv,NA,0,Detchd,1990,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,2,0,3,1,TA,9,Typ,0,NA,GasA,Gd,Y,SBrkr,902,808,0,1710,TA,TA,No,Unf,0,Unf,0,576,576,Stucco,None,0,TA,TA,BrkTil,1921,1950,Gable,CompShg,Stucco,1Fam,2Story,7,6,OldTown,RRAn,Feedr,Bnk,AllPub,Inside,Gtl,10300,Pave,NA,IR1,RM,50,4,2010,WD,Normal,140000
65,60,0,0,NA,GdPrv,NA,0,Attchd,1998,RFn,2,645,TA,TA,Y,576,36,0,0,1,0,2,1,3,1,Gd,8,Typ,0,NA,GasA,Ex,Y,SBrkr,1057,977,0,2034,Gd,TA,No,GLQ,739,Unf,0,318,1057,VinylSd,BrkFace,573,TA,TA,PConc,1997,1998,Gable,CompShg,VinylSd,1Fam,2Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,9375,Pave,NA,Reg,RL,NA,2,2009,WD,Normal,219500
66,60,0,0,NA,NA,NA,0,BuiltIn,2004,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,2,1,4,1,Gd,9,Typ,1,Gd,GasA,Ex,Y,SBrkr,1143,1330,0,2473,Ex,TA,Av,Unf,0,Unf,0,1143,1143,VinylSd,BrkFace,344,Gd,TA,PConc,2004,2005,Gable,CompShg,VinylSd,1Fam,2Story,8,5,NridgHt,Norm,Norm,Lvl,AllPub,Inside,Gtl,9591,Pave,NA,Reg,RL,76,10,2007,WD,Normal,317000
67,20,0,0,NA,NA,NA,0,Attchd,1970,RFn,2,576,TA,TA,Y,301,0,0,0,1,0,2,0,3,1,TA,7,Min1,1,Gd,GasA,TA,Y,SBrkr,2207,0,0,2207,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,Plywood,BrkFace,287,TA,TA,CBlock,1970,1989,Gable,CompShg,Plywood,1Fam,1Story,7,5,NAmes,PosA,Norm,Lvl,AllPub,Inside,Gtl,19900,Pave,NA,Reg,RL,NA,7,2010,WD,Normal,180000
68,20,0,0,NA,NA,NA,0,Attchd,2003,RFn,2,558,TA,TA,Y,144,29,0,0,1,0,2,0,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,1479,0,0,1479,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,VinylSd,BrkFace,167,Gd,TA,PConc,2003,2003,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,10665,Pave,NA,IR1,RL,72,6,2007,WD,Normal,226000
69,30,0,0,NA,NA,NA,0,Attchd,1945,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,TA,Y,SBrkr,747,0,0,747,TA,TA,No,Unf,0,Unf,0,747,747,MetalSd,None,0,TA,Gd,CBlock,1945,1950,Gable,CompShg,MetalSd,1Fam,1Story,4,6,OldTown,Artery,Norm,Lvl,AllPub,Corner,Gtl,4608,Pave,NA,Reg,RM,47,6,2010,WD,Normal,80000
70,50,0,0,NA,NA,NA,0,Attchd,1953,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,2,0,3,1,TA,7,Typ,1,TA,GasW,TA,Y,SBrkr,1304,983,0,2287,TA,TA,No,BLQ,603,Unf,0,701,1304,AsbShng,None,0,Gd,TA,CBlock,1953,1953,Gable,CompShg,BrkFace,1Fam,1.5Fin,7,4,ClearCr,Norm,Norm,Lvl,AllPub,Corner,Gtl,15593,Pave,NA,Reg,RL,81,7,2006,WD,Normal,225000
71,20,0,0,NA,NA,NA,0,Attchd,1973,Fin,2,516,TA,TA,Y,300,0,0,0,1,0,2,0,3,1,TA,8,Typ,2,Gd,GasA,Ex,Y,SBrkr,2223,0,0,2223,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Plywood,BrkFace,1115,TA,Gd,CBlock,1973,1973,Gable,CompShg,Plywood,1Fam,1Story,7,6,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,13651,Pave,NA,IR1,RL,95,2,2007,WD,Normal,244000
72,20,0,0,NA,NA,NA,0,Detchd,1987,Unf,2,360,TA,TA,Y,0,0,0,0,1,0,1,0,2,1,TA,4,Typ,0,NA,GasA,TA,Y,SBrkr,845,0,0,845,TA,TA,No,ALQ,565,Unf,0,280,845,Plywood,None,0,TA,TA,CBlock,1982,2006,Gable,CompShg,HdBoard,1Fam,1Story,4,6,Mitchel,Norm,Norm,Lvl,AllPub,Corner,Gtl,7599,Pave,NA,Reg,RL,69,6,2007,WD,Normal,129500
73,60,291,0,NA,NA,NA,0,Attchd,1998,Fin,2,427,TA,TA,Y,0,94,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Gd,Y,SBrkr,885,833,0,1718,Gd,TA,No,Unf,0,Unf,0,832,832,VinylSd,BrkFace,40,TA,TA,PConc,1998,1998,Gable,CompShg,VinylSd,1Fam,2Story,7,5,Gilbert,Norm,Norm,Lvl,AllPub,Corner,Gtl,10141,Pave,NA,IR1,RL,74,12,2009,WD,Normal,185000
74,20,0,0,NA,GdWo,NA,0,Attchd,1989,Unf,2,490,TA,TA,Y,0,0,0,0,1,0,1,0,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,SBrkr,1086,0,0,1086,TA,TA,No,ALQ,320,BLQ,362,404,1086,Wd Sdng,BrkFace,104,TA,TA,CBlock,1954,2003,Gable,CompShg,Wd Sdng,1Fam,1Story,5,7,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10200,Pave,NA,Reg,RL,85,5,2010,WD,Normal,144900
75,50,0,0,NA,NA,NA,0,Detchd,1915,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,2,0,3,2,TA,8,Typ,0,NA,GasA,Gd,N,SBrkr,840,765,0,1605,Fa,TA,No,Unf,0,Unf,0,840,840,VinylSd,None,0,Gd,Gd,CBlock,1915,1950,Gambrel,CompShg,VinylSd,1Fam,2Story,3,6,OldTown,Norm,Norm,Lvl,AllPub,Corner,Gtl,5790,Pave,NA,Reg,RM,60,5,2010,WD,Normal,107400
76,180,0,0,NA,GdWo,NA,0,BuiltIn,1973,Unf,1,297,TA,TA,Y,120,101,0,0,1,0,1,0,2,1,TA,5,Typ,0,NA,GasA,TA,Y,SBrkr,526,462,0,988,Gd,TA,Gd,GLQ,462,Unf,0,0,462,CmentBd,None,0,TA,TA,CBlock,1973,1973,Gable,CompShg,CemntBd,Twnhs,SLvl,4,5,MeadowV,Norm,Norm,Lvl,AllPub,Inside,Gtl,1596,Pave,NA,Reg,RM,21,11,2009,WD,Normal,91000
77,20,0,0,NA,NA,NA,0,Detchd,1956,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,Ex,Y,FuseA,952,0,0,952,TA,TA,No,ALQ,228,Unf,0,724,952,VinylSd,None,0,TA,TA,CBlock,1956,1956,Gable,CompShg,VinylSd,1Fam,1Story,4,7,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8475,Pave,NA,IR1,RL,NA,4,2008,WD,Normal,135750
78,50,0,0,NA,MnPrv,NA,0,Detchd,1948,Unf,1,240,TA,TA,Y,0,0,0,0,1,0,1,0,2,1,TA,6,Min1,0,NA,GasA,TA,Y,SBrkr,1072,213,0,1285,TA,TA,No,BLQ,336,GLQ,41,295,672,Wd Sdng,None,0,TA,TA,CBlock,1948,2001,Gable,CompShg,Wd Sdng,1Fam,1.5Fin,5,5,BrkSide,Norm,Norm,Lvl,AllPub,Inside,Gtl,8635,Pave,NA,Reg,RM,50,1,2008,WD,Normal,127000
79,90,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,2,0,4,2,TA,8,Typ,0,NA,GasA,TA,N,SBrkr,1768,0,0,1768,TA,TA,No,Unf,0,Unf,0,1768,1768,HdBoard,None,0,TA,TA,CBlock,1968,1968,Hip,CompShg,HdBoard,Duplex,1Story,4,5,Sawyer,Norm,Norm,Lvl,AllPub,Inside,Gtl,10778,Pave,NA,Reg,RL,72,4,2010,WD,Normal,136500
80,50,0,0,NA,MnPrv,NA,0,Detchd,1966,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,1,1,2,1,TA,5,Typ,0,NA,GasA,Gd,Y,SBrkr,682,548,0,1230,TA,TA,No,Unf,0,Unf,0,440,440,Wd Sdng,None,0,TA,TA,PConc,1910,1981,Gable,CompShg,Wd Sdng,1Fam,2Story,5,6,OldTown,Norm,Norm,Lvl,AllPub,Corner,Gtl,10440,Pave,Grvl,Reg,RM,60,5,2009,WD,Normal,110000
81,60,252,0,NA,NA,NA,0,Attchd,1968,Fin,1,509,TA,TA,Y,0,72,0,0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,GasA,TA,Y,SBrkr,1182,960,0,2142,Gd,TA,No,Rec,448,Unf,0,448,896,VinylSd,BrkFace,576,TA,Gd,CBlock,1968,1968,Gable,CompShg,VinylSd,1Fam,2Story,6,6,NAmes,Norm,Norm,Lvl,AllPub,Corner,Gtl,13000,Pave,NA,Reg,RL,100,6,2009,WD,Normal,193500
82,120,0,0,NA,NA,NA,0,Attchd,1998,Fin,2,405,TA,TA,Y,0,199,0,0,1,0,2,0,2,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,1337,0,0,1337,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,VinylSd,BrkFace,443,TA,Gd,PConc,1998,1998,Hip,CompShg,VinylSd,TwnhsE,1Story,6,5,Mitchel,Norm,Norm,Lvl,AllPub,FR2,Gtl,4500,Pave,NA,Reg,RM,32,3,2006,WD,Normal,153500
83,20,0,0,NA,NA,NA,0,Attchd,2007,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,1563,0,0,1563,Gd,TA,No,GLQ,33,Unf,0,1530,1563,VinylSd,Stone,468,TA,TA,PConc,2007,2007,Gable,CompShg,VinylSd,1Fam,1Story,8,5,Somerst,Norm,Norm,Lvl,AllPub,Inside,Gtl,10206,Pave,NA,Reg,RL,78,10,2008,WD,Normal,245000
84,20,0,0,NA,NA,NA,0,Detchd,1974,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,1,1,3,1,TA,6,Typ,0,NA,GasA,Gd,Y,SBrkr,1065,0,0,1065,TA,TA,No,Unf,0,Unf,0,1065,1065,MetalSd,BrkCmn,66,TA,TA,CBlock,1960,1960,Gable,CompShg,MetalSd,1Fam,1Story,5,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8892,Pave,NA,IR1,RL,80,7,2007,COD,Normal,126500
85,80,0,0,NA,NA,Shed,700,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,2,1,3,1,TA,7,Typ,1,TA,GasA,Gd,Y,SBrkr,804,670,0,1474,Gd,TA,No,Unf,0,Unf,0,384,384,HdBoard,BrkFace,22,TA,TA,PConc,1995,1996,Gable,CompShg,HdBoard,1Fam,SLvl,7,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,8530,Pave,NA,IR1,RL,NA,5,2009,WD,Normal,168500
86,60,0,0,NA,NA,NA,0,Attchd,1991,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,2,1,4,1,Gd,9,Typ,1,TA,GasA,Ex,Y,SBrkr,1301,1116,0,2417,Gd,TA,No,Unf,0,Unf,0,1288,1288,HdBoard,BrkFace,284,Gd,TA,CBlock,1991,1992,Hip,CompShg,HdBoard,1Fam,2Story,8,5,NoRidge,Norm,Norm,Lvl,AllPub,Corner,Gtl,16059,Pave,NA,Reg,RL,121,4,2006,WD,Normal,260000
87,60,0,0,NA,NA,NA,0,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,GasA,Ex,Y,SBrkr,684,876,0,1560,Gd,TA,Av,Unf,0,Unf,0,684,684,VinylSd,None,0,Gd,TA,PConc,2005,2005,Gable,CompShg,VinylSd,1Fam,2Story,6,5,Gilbert,Norm,Norm,Lvl,AllPub,Inside,Gtl,11911,Pave,NA,IR2,RL,122,3,2009,WD,Normal,174000
88,160,0,0,NA,NA,NA,0,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,2,1,2,1,Gd,4,Typ,0,NA,GasA,Ex,Y,SBrkr,612,612,0,1224,Gd,TA,Av,Unf,0,Unf,0,612,612,VinylSd,Stone,76,Gd,TA,PConc,2009,2009,Gable,CompShg,VinylSd,TwnhsE,2Story,6,5,Somerst,Norm,Norm,Lvl,AllPub,Corner,Gtl,3951,Pave,Pave,Reg,FV,40,6,2009,New,Partial,164500
89,50,0,0,NA,MnPrv,NA,0,NA,NA,NA,0,0,NA,NA,N,0,0,156,0,0,0,1,0,2,1,Fa,6,Typ,0,NA,GasA,TA,N,SBrkr,1013,0,513,1526,TA,Fa,No,Unf,0,Unf,0,1013,1013,Plywood,None,0,Fa,Fa,CBlock,1915,1982,Hip,CompShg,Plywood,1Fam,1.5Fin,3,2,IDOTRR,Feedr,Feedr,Lvl,AllPub,Corner,Gtl,8470,Pave,NA,IR1,C (all),105,10,2009,ConLD,Abnorml,85000
90,20,0,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,1,0,1,0,3,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,990,0,0,990,Gd,TA,No,GLQ,588,Unf,0,402,990,VinylSd,None,0,TA,TA,PConc,1994,1995,Gable,CompShg,VinylSd,1Fam,1Story,4,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,8070,Pave,NA,Reg,RL,60,8,2007,WD,Normal,123600
91,20,0,0,NA,NA,NA,0,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,1,0,2,1,TA,4,Typ,0,NA,GasA,TA,Y,FuseA,1040,0,0,1040,NA,NA,NA,NA,0,NA,0,0,0,Wd Sdng,None,0,TA,TA,Slab,1950,1950,Gable,CompShg,BrkFace,1Fam,1Story,4,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,7200,Pave,NA,Reg,RL,60,7,2006,WD,Normal,109900
92,20,0,0,NA,GdWo,NA,0,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,1,0,2,1,TA,6,Typ,0,NA,GasA,TA,Y,SBrkr,1235,0,0,1235,TA,TA,No,Rec,600,Unf,0,635,1235,HdBoard,BrkCmn,203,TA,TA,CBlock,1961,1961,Hip,CompShg,HdBoard,1Fam,1Story,5,3,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,8500,Pave,NA,Reg,RL,85,12,2006,WD,Abnorml,98600
93,30,0,0,NA,NA,NA,0,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,1,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Ex,Y,SBrkr,964,0,0,964,Gd,TA,No,ALQ,713,Unf,0,163,876,Wd Sdng,None,0,TA,Gd,BrkTil,1921,2006,Gable,CompShg,Wd Sdng,1Fam,1Story,5,7,Crawfor,Norm,Norm,HLS,AllPub,Inside,Gtl,13360,Pave,Grvl,IR1,RL,80,8,2009,WD,Normal,163500
94,190,99,0,NA,NA,NA,0,Detchd,1900,Unf,2,506,TA,TA,Y,0,0,0,0,0,1,2,0,4,2,TA,9,Typ,1,Gd,GasW,Ex,N,SBrkr,1260,1031,0,2291,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,MetalSd,None,0,TA,TA,BrkTil,1910,1998,Hip,CompShg,MetalSd,2fmCon,2.5Unf,6,6,OldTown,Norm,Norm,Lvl,AllPub,Corner,Gtl,7200,Pave,NA,Reg,C (all),60,11,2007,WD,Normal,133900
95,60,0,0,NA,NA,NA,0,Attchd,1997,RFn,2,684,TA,TA,Y,0,162,0,0,1,0,2,1,3,1,Gd,7,Typ,0,NA,GasA,Ex,Y,SBrkr,905,881,0,1786,Gd,TA,No,GLQ,648,Unf,0,176,824,VinylSd,None,0,TA,Gd,PConc,1997,1997,Gable,CompShg,VinylSd,1Fam,2Story,6,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,9337,Pave,NA,IR1,RL,69,5,2007,WD,Normal,204750
96,60,0,0,NA,NA,Shed,480,BuiltIn,1993,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,2,1,3,1,TA,6,Typ,1,TA,GasA,Gd,Y,SBrkr,680,790,0,1470,Gd,Gd,No,ALQ,310,Unf,0,370,680,VinylSd,BrkFace,68,Ex,Gd,PConc,1993,1993,Gable,CompShg,VinylSd,1Fam,2Story,6,8,Gilbert,Norm,Norm,Lvl,AllPub,Corner,Gtl,9765,Pave,NA,IR2,RL,NA,4,2009,WD,Normal,185000
97,20,0,0,NA,NA,NA,0,Attchd,1999,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,2,0,3,1,Gd,6,Typ,0,NA,GasA,Ex,Y,SBrkr,1588,0,0,1588,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,VinylSd,BrkFace,183,Gd,TA,PConc,1999,1999,Gable,CompShg,VinylSd,1Fam,1Story,7,5,CollgCr,Norm,Norm,Lvl,AllPub,Inside,Gtl,10264,Pave,NA,IR1,RL,78,8,2006,WD,Normal,214000
98,20,0,0,NA,NA,NA,0,Attchd,1965,Fin,1,432,TA,TA,P,120,0,0,0,1,0,1,0,3,1,TA,6,Typ,0,NA,GasA,TA,Y,FuseF,960,0,0,960,TA,TA,No,Rec,520,Unf,0,440,960,HdBoard,BrkFace,48,TA,TA,CBlock,1965,1965,Hip,CompShg,HdBoard,1Fam,1Story,4,5,Edwards,Norm,Norm,HLS,AllPub,Inside,Gtl,10921,Pave,NA,Reg,RL,73,5,2007,WD,Normal,94750
99,30,0,0,NA,NA,Shed,400,Basment,1920,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,1,0,2,1,TA,5,Typ,0,NA,GasA,Fa,N,SBrkr,835,0,0,835,TA,TA,No,ALQ,108,Unf,0,350,458,Wd Sdng,None,0,TA,TA,BrkTil,1920,1950,Gable,CompShg,Wd Sdng,1Fam,1Story,5,5,Edwards,Norm,Norm,Lvl,AllPub,Corner,Gtl,10625,Pave,NA,Reg,RL,85,5,2010,COD,Abnorml,83000
100,20,0,0,NA,NA,Shed,400,NA,NA,NA,0,0,NA,NA,Y,352,0,0,0,1,0,1,1,3,1,TA,6,Typ,0,NA,GasA,Fa,Y,SBrkr,1225,0,0,1225,TA,TA,No,ALQ,569,Unf,0,381,950,Plywood,None,0,TA,TA,CBlock,1959,1959,Gable,CompShg,Plywood,1Fam,1Story,4,5,NAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,9320,Pave,NA,IR1,RL,77,1,2010,WD,Normal,128950
101,20,0,0,NA,NA,NA,0,Attchd,1977,RFn,2,480,TA,TA,Y,168,68,0,0,1,0,2,0,3,1,Gd,6,Typ,2,TA,GasA,Gd,Y,SBrkr,1610,0,0,1610,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Plywood,BrkFace,28,TA,TA,PConc,1977,2001,Gable,CompShg,Plywood,1Fam,1Story,6,7,NWAmes,Norm,Norm,Lvl,AllPub,Inside,Gtl,10603,Pave,NA,IR1,RL,NA,2,2010,WD,Normal,205000
102,60,0,0,NA,NA,NA,0,Attchd,1985,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,2,1,3,1,Gd,7,Typ,1,TA,GasA,TA,Y,SBrkr,977,755,0,1732,Gd,TA,No,Unf,0,Unf,0,741,741,HdBoard,BrkFace,336,Gd,TA,CBlock,1985,1985,Gable,CompShg,HdBoard,1Fam,2Story,6,5,SawyerW,Norm,Norm,Lvl,AllPub,Inside,Gtl,9206,Pave,NA,Reg,RL,77,6,2010,WD,Normal,178000
